roothog_id,n_proteins,n_taxa,taxa_list
641695,1,1,7227
641704,1,1,7227
641707,1,1,7227
641515,1,1,7227
641631,1,1,7227
641642,1,1,7227
641655,1,1,7227
641661,1,1,7227
641740,1,1,7227
641743,1,1,7227
641751,1,1,7227
641762,1,1,7227
641780,1,1,7227
641673,1,1,7227
641684,1,1,7227
641693,1,1,7227
642010,1,1,7227
641781,1,1,7227
641784,1,1,7227
641792,1,1,7227
641804,1,1,7227
641813,1,1,7227
641815,1,1,7227
641870,1,1,7227
477522,1,1,284812
477505,1,1,284812
477513,1,1,559292
477497,1,1,284812
641903,1,1,7227
641909,1,1,7227
641917,1,1,7227
641936,1,1,7227
477366,1,1,237561
477403,1,1,559292
477406,1,1,559292
477427,1,1,559292
477428,1,1,559292
477430,1,1,559292
477519,1,1,559292
477521,1,1,559292
642047,1,1,7227
642063,1,1,7227
642144,1,1,7070
642204,1,1,7227
641891,1,1,7227
477465,1,1,237561
477467,1,1,284812
477360,1,1,237561
642643,1,1,7227
643011,1,1,7227
643033,1,1,7227
643042,1,1,7227
643052,1,1,7227
643117,1,1,7227
643267,1,1,7227
642944,1,1,7227
642678,1,1,7227
642598,1,1,7227
642605,1,1,7227
642608,1,1,7227
642618,1,1,7227
642628,1,1,7227
642635,1,1,7227
642641,1,1,7227
642737,1,1,7227
642646,1,1,7227
642649,1,1,7227
642655,1,1,7227
642662,1,1,7227
642668,1,1,7227
642671,1,1,7227
642675,1,1,7227
641873,1,1,7227
642760,1,1,7227
642795,1,1,7227
642800,1,1,7227
642808,1,1,7227
642809,1,1,7227
642810,1,1,7227
642731,1,1,7227
642904,1,1,7227
642911,1,1,7227
642920,1,1,7227
642922,1,1,7227
642923,1,1,7227
642822,1,1,7227
642824,1,1,7227
642826,1,1,7227
476970,1,1,559292
476972,1,1,559292
476974,1,1,559292
476975,1,1,559292
477485,1,1,284812
477471,1,1,284812
477478,1,1,559292
477431,1,1,559292
476987,1,1,559292
476988,1,1,330879
476989,1,1,237561
476995,1,1,559292
476965,1,1,559292
476966,1,1,227321
476968,1,1,559292
476969,1,1,559292
642955,1,1,7227
642966,1,1,7227
642973,1,1,7227
642975,1,1,7227
642985,1,1,7227
643004,1,1,7227
642878,1,1,7227
476984,1,1,559292
643935,1,1,7227
644103,1,1,7227
644138,1,1,7227
648648,1,1,7227
648655,1,1,7227
648702,1,1,7227
648704,1,1,6239
648233,1,1,7227
644743,1,1,7227
644863,1,1,7227
645793,1,1,7227
645808,1,1,7227
645859,1,1,7227
645973,1,1,7227
643301,1,1,7227
643590,1,1,7227
647791,1,1,7227
646010,1,1,7227
646345,1,1,7227
646365,1,1,7227
646399,1,1,7227
646461,1,1,7227
646811,1,1,7227
644705,1,1,7227
642831,1,1,7227
642846,1,1,7227
642855,1,1,7227
646959,1,1,7227
647778,1,1,7227
647781,1,1,7227
647783,1,1,7227
647785,1,1,7227
476996,1,1,237561
477001,1,1,559292
477003,1,1,559292
477006,1,1,559292
477056,1,1,559292
477084,1,1,559292
647871,1,1,7227
647874,1,1,7227
476735,1,1,510516
477118,1,1,559292
477131,1,1,559292
477151,1,1,559292
477205,1,1,559292
477216,1,1,559292
477295,1,1,227321
477297,1,1,235443
476925,1,1,559292
476926,1,1,559292
476396,1,1,227321
476417,1,1,52
476461,1,1,227321
476480,1,1,190485
476563,1,1,227321
476585,1,1,5061
648234,1,1,7227
648411,1,1,7227
648453,1,1,7227
648454,1,1,7227
648633,1,1,6239
648638,1,1,6239
647862,1,1,7227
476922,1,1,559292
649483,1,1,7227
649496,1,1,7227
649500,1,1,7227
649501,1,1,7227
649502,1,1,7227
649509,1,1,7227
649417,1,1,7227
649424,1,1,7227
648911,1,1,6239
648917,1,1,6239
648804,1,1,7227
648812,1,1,6239
648863,1,1,7227
648737,1,1,7227
648760,1,1,6239
649468,1,1,7227
647833,1,1,7227
647839,1,1,7227
648971,1,1,6239
649029,1,1,6239
649055,1,1,7227
649058,1,1,6239
648874,1,1,7227
648881,1,1,7227
647878,1,1,7227
648207,1,1,7227
647802,1,1,7227
647809,1,1,7227
647821,1,1,7227
647824,1,1,7227
647827,1,1,7227
647828,1,1,7227
649898,1,1,7227
649918,1,1,7227
649985,1,1,6239
649615,1,1,7227
649639,1,1,7227
475375,1,1,227321
475412,1,1,227321
475415,1,1,227321
650131,1,1,7227
650270,1,1,6239
650369,1,1,7227
650497,1,1,6239
650538,1,1,7227
650553,1,1,7227
649771,1,1,7227
649884,1,1,7227
649310,1,1,6239
649397,1,1,7227
649405,1,1,7227
649407,1,1,7227
649135,1,1,6239
649144,1,1,7227
649192,1,1,6239
649234,1,1,7227
649429,1,1,7227
649442,1,1,7227
649443,1,1,7227
649449,1,1,6239
649456,1,1,7227
649465,1,1,7227
649283,1,1,6239
649298,1,1,6239
649719,1,1,6239
649513,1,1,7227
649514,1,1,7227
649534,1,1,7227
649546,1,1,7227
649604,1,1,7227
649606,1,1,7227
652253,1,1,6239
476937,1,1,559292
476939,1,1,330879
476942,1,1,559292
476910,1,1,559292
649664,1,1,7227
649672,1,1,7227
649680,1,1,7227
649688,1,1,7227
476960,1,1,237561
476961,1,1,559292
476962,1,1,559292
476964,1,1,559292
476930,1,1,559292
476931,1,1,559292
476933,1,1,559292
476934,1,1,559292
475456,1,1,227321
475192,1,1,227321
475201,1,1,227321
475257,1,1,227321
475275,1,1,227321
475317,1,1,3562
475329,1,1,330879
476954,1,1,559292
654052,1,1,7227
654054,1,1,7227
654057,1,1,7227
654061,1,1,7227
654064,1,1,7227
653994,1,1,6239
653995,1,1,7227
654003,1,1,7227
651554,1,1,6239
651712,1,1,6239
650586,1,1,6239
650747,1,1,7227
650916,1,1,7227
651207,1,1,6239
654046,1,1,7227
654049,1,1,7227
652127,1,1,6239
652181,1,1,6239
652182,1,1,6239
651264,1,1,7227
651305,1,1,7227
651379,1,1,7227
651546,1,1,6239
651548,1,1,6239
652522,1,1,6239
652597,1,1,6239
652832,1,1,6239
653069,1,1,6239
651774,1,1,6239
651809,1,1,7227
651903,1,1,6239
651935,1,1,6239
654218,1,1,6239
654225,1,1,7227
654243,1,1,7227
654119,1,1,7227
475025,1,1,227321
475028,1,1,227321
475030,1,1,227321
475033,1,1,227321
654252,1,1,6239
654265,1,1,6239
654298,1,1,7227
654329,1,1,6239
654333,1,1,6239
654187,1,1,7227
654201,1,1,7227
654214,1,1,7227
653990,1,1,7227
653992,1,1,6239
653072,1,1,6239
653074,1,1,6239
653082,1,1,6239
653100,1,1,6239
653116,1,1,6239
653180,1,1,6239
654011,1,1,7227
654017,1,1,7227
654043,1,1,6239
653194,1,1,6239
653217,1,1,6239
653223,1,1,6239
653660,1,1,7227
653985,1,1,7227
654070,1,1,7227
654077,1,1,7227
654081,1,1,7227
654082,1,1,7227
654087,1,1,7227
655304,1,1,7227
655306,1,1,7227
655307,1,1,6239
475652,1,1,227321
475848,1,1,367110
476049,1,1,235443
476275,1,1,227321
475347,1,1,1365484
654124,1,1,7227
654164,1,1,7227
654171,1,1,7227
476318,1,1,330879
476322,1,1,227321
476349,1,1,227321
476350,1,1,330879
476354,1,1,79929
476362,1,1,227321
476368,1,1,227321
476378,1,1,5061
475070,1,1,227321
474881,1,1,227321
474887,1,1,227321
474890,1,1,227321
474908,1,1,227321
474930,1,1,759272
474965,1,1,227321
474980,1,1,227321
657552,1,1,7227
657925,1,1,7227
656128,1,1,7227
656247,1,1,6239
656304,1,1,6239
656313,1,1,6239
656500,1,1,79889
656787,1,1,7227
654440,1,1,6239
654451,1,1,6239
654517,1,1,7227
656856,1,1,7227
656975,1,1,7159
657002,1,1,7227
657428,1,1,6239
657529,1,1,7227
654542,1,1,7227
654564,1,1,7227
654595,1,1,7227
654644,1,1,7227
654662,1,1,7227
654347,1,1,6239
654380,1,1,7159
654425,1,1,6239
655345,1,1,7227
654698,1,1,7227
654743,1,1,7227
654793,1,1,7227
654959,1,1,7227
655007,1,1,7227
655068,1,1,7227
655302,1,1,6239
659189,1,1,6239
659458,1,1,6239
658537,1,1,7227
658546,1,1,7227
658560,1,1,7227
658561,1,1,7227
658592,1,1,6239
658603,1,1,7227
661038,1,1,6239
661064,1,1,6239
661150,1,1,7227
661222,1,1,6239
658628,1,1,6239
658654,1,1,7227
658938,1,1,7227
659019,1,1,6239
655379,1,1,6239
655428,1,1,7227
655429,1,1,6239
655467,1,1,6239
660741,1,1,6239
660759,1,1,6239
660885,1,1,7227
661013,1,1,7227
655563,1,1,6239
655629,1,1,7227
655674,1,1,7227
655837,1,1,585056
655864,1,1,7227
655353,1,1,7227
655377,1,1,6239
655378,1,1,6239
663487,1,1,6239
663575,1,1,6239
668456,1,1,7955
669471,1,1,7955
669503,1,1,9606
670497,1,1,10116
670544,1,1,7654
671561,1,1,9606
674515,1,1,235443
674859,1,1,235443
675054,1,1,7739
676375,1,1,7739
676927,1,1,7719
677138,1,1,7719
677412,1,1,7719
677425,1,1,7719
677426,1,1,7719
677544,1,1,7719
677709,1,1,7719
677772,1,1,7719
677798,1,1,7719
678085,1,1,7719
678115,1,1,7719
681740,1,1,3884
658119,1,1,37296
658263,1,1,6239
658266,1,1,6239
658287,1,1,7227
658418,1,1,6239
658419,1,1,6239
658421,1,1,6239
658460,1,1,7227
682481,1,1,7955
682495,1,1,7955
474666,1,1,510516
474690,1,1,227321
474695,1,1,336722
474697,1,1,227321
474711,1,1,227321
474514,1,1,759272
682614,1,1,7955
682624,1,1,7955
682646,1,1,7955
682647,1,1,7955
682654,1,1,7955
682697,1,1,7955
682708,1,1,7955
682733,1,1,7955
682736,1,1,7955
682750,1,1,7955
682751,1,1,7955
682752,1,1,7955
682777,1,1,7955
682825,1,1,7955
682830,1,1,7955
682866,1,1,7955
661249,1,1,6239
661703,1,1,6239
661791,1,1,79889
662728,1,1,6239
662765,1,1,6239
662769,1,1,7227
663055,1,1,6239
663213,1,1,7227
682544,1,1,7955
682576,1,1,7955
682598,1,1,7955
682255,1,1,2560319
682292,1,1,7955
682293,1,1,7955
682311,1,1,7955
682317,1,1,7955
475091,1,1,227321
475092,1,1,7955
475107,1,1,227321
475117,1,1,227321
474985,1,1,330879
475002,1,1,227321
682505,1,1,7955
682537,1,1,7955
475150,1,1,227321
475163,1,1,367110
475175,1,1,227321
475185,1,1,227321
475186,1,1,227321
475188,1,1,759272
475079,1,1,227321
475086,1,1,227321
474518,1,1,227321
474548,1,1,227321
474553,1,1,227321
474566,1,1,227321
474570,1,1,759272
474584,1,1,227321
474585,1,1,227321
475146,1,1,227321
683686,1,1,7955
683696,1,1,7955
683699,1,1,7955
683709,1,1,7955
683710,1,1,7955
683726,1,1,7955
683943,1,1,7955
683962,1,1,7955
683739,1,1,7955
683744,1,1,7955
683746,1,1,7955
683751,1,1,7955
683753,1,1,7955
683756,1,1,7955
683762,1,1,7955
683315,1,1,7998
683837,1,1,7955
683765,1,1,7955
683778,1,1,7955
683783,1,1,7955
683788,1,1,7955
683790,1,1,7955
683791,1,1,7955
683738,1,1,7955
682371,1,1,7955
682475,1,1,7955
682477,1,1,7955
683804,1,1,7955
683812,1,1,7955
683819,1,1,7955
683827,1,1,7955
683833,1,1,7955
683859,1,1,7955
683863,1,1,7955
690732,1,1,7955
690851,1,1,10116
691197,1,1,7955
691920,1,1,7955
691937,1,1,8090
692078,1,1,7955
683882,1,1,7955
683887,1,1,7955
683901,1,1,7955
683904,1,1,7955
683839,1,1,7955
683841,1,1,7955
683846,1,1,7955
683857,1,1,7955
683927,1,1,7955
683933,1,1,7955
683938,1,1,7955
683939,1,1,7955
683942,1,1,7955
683867,1,1,7955
683876,1,1,7955
683881,1,1,7955
683968,1,1,7955
683973,1,1,7955
683988,1,1,7955
683997,1,1,7955
684001,1,1,7955
683910,1,1,7955
683917,1,1,7955
683924,1,1,7955
684125,1,1,7955
697162,1,1,7955
697170,1,1,7955
697191,1,1,88448
697197,1,1,7955
697201,1,1,7955
697203,1,1,7955
697205,1,1,7955
684345,1,1,7955
684007,1,1,7955
684016,1,1,7955
684034,1,1,7955
684045,1,1,7955
684073,1,1,7955
684077,1,1,7955
684079,1,1,9031
689376,1,1,7955
689401,1,1,7955
684165,1,1,7955
684171,1,1,7955
684178,1,1,7998
684191,1,1,7955
684219,1,1,7955
684223,1,1,7955
692190,1,1,83912
692226,1,1,7955
684364,1,1,7955
684385,1,1,7998
684401,1,1,7955
686496,1,1,359391
688582,1,1,121160
689367,1,1,7955
697414,1,1,7955
697421,1,1,7998
697429,1,1,7955
697437,1,1,7955
697438,1,1,7998
697440,1,1,7955
697373,1,1,7955
697376,1,1,7955
692596,1,1,7955
693545,1,1,7955
694591,1,1,357544
694820,1,1,7955
694831,1,1,7955
695219,1,1,465515
697404,1,1,7955
697410,1,1,7955
696324,1,1,8030
697094,1,1,7955
697101,1,1,7955
697105,1,1,7955
697106,1,1,7955
697116,1,1,7955
692432,1,1,7955
692446,1,1,342108
697123,1,1,7955
697126,1,1,7955
697135,1,1,7955
697147,1,1,7955
697150,1,1,7955
697158,1,1,7955
697159,1,1,7955
695305,1,1,7955
697999,1,1,7955
697537,1,1,7955
697539,1,1,7955
697543,1,1,7955
697563,1,1,7955
697593,1,1,7955
697620,1,1,7955
697665,1,1,7955
697271,1,1,7955
697288,1,1,7955
697669,1,1,9606
697700,1,1,7955
697722,1,1,7955
697747,1,1,7998
697790,1,1,7955
697982,1,1,7955
697320,1,1,7955
697323,1,1,7955
697367,1,1,7955
697209,1,1,9606
697213,1,1,7955
697225,1,1,7955
697235,1,1,7955
697253,1,1,7955
697379,1,1,7955
697381,1,1,7955
697383,1,1,7955
697390,1,1,7955
697392,1,1,7955
697290,1,1,7955
697293,1,1,7955
697306,1,1,7955
700362,1,1,7955
700381,1,1,7955
700385,1,1,7955
700386,1,1,7955
700392,1,1,7955
700393,1,1,7955
700327,1,1,7955
700333,1,1,7955
700429,1,1,7955
700432,1,1,7955
700435,1,1,7955
700437,1,1,7955
700442,1,1,7955
700446,1,1,7955
700451,1,1,7955
700348,1,1,7955
697448,1,1,7955
697449,1,1,7955
697453,1,1,7955
697456,1,1,7955
697458,1,1,7955
697460,1,1,7955
697464,1,1,7955
700421,1,1,7955
697465,1,1,7955
697472,1,1,7955
697475,1,1,7955
697481,1,1,7955
697497,1,1,7955
697515,1,1,7955
697532,1,1,7955
697441,1,1,7955
700611,1,1,7955
700507,1,1,7955
700519,1,1,7955
470080,1,1,330879
470702,1,1,7955
471536,1,1,227321
471568,1,1,334819
468869,1,1,227321
700655,1,1,7955
700659,1,1,7955
700551,1,1,7955
700557,1,1,7955
700563,1,1,7955
700567,1,1,7955
700587,1,1,7955
700596,1,1,7955
700315,1,1,7955
700323,1,1,7955
700615,1,1,7955
700617,1,1,7955
700618,1,1,7955
700630,1,1,7955
700639,1,1,7955
700653,1,1,7955
700338,1,1,7955
700342,1,1,7955
700346,1,1,7955
700347,1,1,7955
698121,1,1,7955
698237,1,1,7955
698797,1,1,7955
699785,1,1,7955
700532,1,1,8030
700543,1,1,7955
700545,1,1,7955
700550,1,1,7955
700472,1,1,7955
700481,1,1,7955
700484,1,1,7955
700486,1,1,7955
474754,1,1,227321
474772,1,1,227321
474795,1,1,227321
474798,1,1,190486
474597,1,1,330879
474644,1,1,330879
700529,1,1,7955
700531,1,1,7955
474826,1,1,227321
474834,1,1,227321
474841,1,1,190485
474860,1,1,227321
474865,1,1,227321
474866,1,1,227321
474719,1,1,227321
474731,1,1,227321
468879,1,1,227321
468886,1,1,227321
468976,1,1,227321
469130,1,1,227321
469246,1,1,1365484
469259,1,1,330879
474816,1,1,510516
474824,1,1,746128
700689,1,1,7998
700691,1,1,7955
700693,1,1,7955
700698,1,1,7955
700699,1,1,7955
700706,1,1,7955
701227,1,1,8090
701230,1,1,7955
700716,1,1,7955
700718,1,1,7955
700722,1,1,7955
700724,1,1,7955
700748,1,1,7955
700749,1,1,7955
700662,1,1,7955
700674,1,1,7955
700766,1,1,7955
700781,1,1,7955
700788,1,1,7955
700789,1,1,13489
700794,1,1,7955
700799,1,1,7955
700713,1,1,7955
700715,1,1,7955
700491,1,1,7955
700492,1,1,7955
700501,1,1,7955
700813,1,1,7955
700828,1,1,7955
700830,1,1,7955
700852,1,1,7955
700754,1,1,7955
700903,1,1,7955
700921,1,1,7955
700926,1,1,7955
701860,1,1,7955
701873,1,1,7955
701885,1,1,7955
701901,1,1,7955
701905,1,1,7955
700938,1,1,7955
700947,1,1,7955
700948,1,1,7955
700963,1,1,7955
700966,1,1,7955
700984,1,1,7955
700891,1,1,7955
700899,1,1,7955
701046,1,1,7955
701092,1,1,4530
701121,1,1,7955
701126,1,1,7955
701164,1,1,7955
701173,1,1,7955
700933,1,1,7955
700934,1,1,7955
701232,1,1,7955
701299,1,1,7998
701316,1,1,7955
701330,1,1,7955
701380,1,1,7955
701444,1,1,7955
700995,1,1,7955
701007,1,1,7955
701760,1,1,7955
701778,1,1,7955
702104,1,1,7955
702106,1,1,7955
702126,1,1,7955
702131,1,1,7955
702135,1,1,7955
702062,1,1,7955
701806,1,1,7955
701808,1,1,7955
701495,1,1,7955
701536,1,1,7955
701753,1,1,7955
701756,1,1,8030
701758,1,1,7955
701759,1,1,7955
701854,1,1,7955
701856,1,1,7955
701782,1,1,7955
701788,1,1,7955
701790,1,1,7955
701794,1,1,7955
701795,1,1,7955
701796,1,1,7955
701909,1,1,246197
701916,1,1,7955
701810,1,1,7955
701822,1,1,7955
701823,1,1,7955
701824,1,1,7955
701826,1,1,7955
701850,1,1,192
702321,1,1,7955
702233,1,1,7955
702239,1,1,7955
702241,1,1,7955
702254,1,1,7955
702255,1,1,7955
702278,1,1,550538
702166,1,1,7955
701976,1,1,7955
701990,1,1,7955
702001,1,1,8022
702281,1,1,7955
702283,1,1,7955
702294,1,1,7955
702300,1,1,7955
702315,1,1,7955
702016,1,1,7955
702020,1,1,7955
702021,1,1,7955
702028,1,1,7998
702032,1,1,7955
701921,1,1,7955
701931,1,1,246197
701974,1,1,7955
702063,1,1,7955
702069,1,1,7955
702080,1,1,7955
702086,1,1,7955
702090,1,1,7955
702009,1,1,7955
702011,1,1,7955
702015,1,1,7955
702504,1,1,7955
702526,1,1,7955
702533,1,1,7955
702540,1,1,7955
702544,1,1,7955
702372,1,1,7955
702382,1,1,7955
702397,1,1,7955
702575,1,1,7955
702583,1,1,7955
702585,1,1,7955
702588,1,1,7955
702592,1,1,7955
702595,1,1,7955
702473,1,1,7955
702499,1,1,7955
702149,1,1,7955
702150,1,1,7955
702153,1,1,7955
702155,1,1,7955
702158,1,1,8090
702162,1,1,7955
702550,1,1,7955
702557,1,1,7955
702171,1,1,7955
702191,1,1,7955
702216,1,1,7955
702226,1,1,7955
702227,1,1,7955
702231,1,1,7955
702141,1,1,9606
702147,1,1,7955
467853,1,1,227321
467855,1,1,227321
467951,1,1,227321
467952,1,1,235443
467960,1,1,227321
468045,1,1,227321
467404,1,1,330879
467415,1,1,227321
702688,1,1,7955
702695,1,1,7955
702701,1,1,7955
702712,1,1,8030
702720,1,1,7955
702723,1,1,7955
702657,1,1,7955
702660,1,1,7955
702741,1,1,8030
702748,1,1,7955
702752,1,1,7955
702762,1,1,7955
702770,1,1,7955
702784,1,1,7955
702808,1,1,7998
702686,1,1,7955
702423,1,1,7955
702436,1,1,7955
702457,1,1,7955
702458,1,1,7955
702334,1,1,7955
702341,1,1,7998
702345,1,1,7955
702352,1,1,7955
702682,1,1,7955
702601,1,1,7955
702609,1,1,7955
702611,1,1,7955
702613,1,1,7955
702630,1,1,7955
702638,1,1,7955
702643,1,1,7955
472409,1,1,227321
472646,1,1,227321
469764,1,1,330879
469802,1,1,227321
702661,1,1,7955
702668,1,1,7955
702669,1,1,7955
702681,1,1,7955
473815,1,1,330879
473901,1,1,510516
474156,1,1,227321
474267,1,1,227321
471666,1,1,330879
471792,1,1,235443
472220,1,1,227321
472341,1,1,330879
467513,1,1,227321
467535,1,1,227321
467651,1,1,330879
467657,1,1,5062
467677,1,1,227321
467771,1,1,4530
472804,1,1,6239
472859,1,1,330879
702884,1,1,7955
702893,1,1,7955
710490,1,1,9031
710584,1,1,9031
710602,1,1,9031
710760,1,1,9031
711377,1,1,9031
711531,1,1,9031
703296,1,1,7955
703404,1,1,8355
702817,1,1,7955
702823,1,1,7955
702824,1,1,316273
702835,1,1,7955
702855,1,1,7955
702859,1,1,7998
703672,1,1,8355
703806,1,1,8355
703827,1,1,8355
703880,1,1,8355
703936,1,1,8355
702902,1,1,7955
702938,1,1,9940
702955,1,1,7955
703948,1,1,8355
703961,1,1,8355
703962,1,1,8355
704124,1,1,8355
704511,1,1,8355
704513,1,1,8355
704705,1,1,8355
703608,1,1,8355
716222,1,1,9913
716338,1,1,9823
716368,1,1,9823
716413,1,1,9913
717388,1,1,9913
711917,1,1,9031
711935,1,1,9031
466691,1,1,190485
717431,1,1,11676
717438,1,1,9913
717520,1,1,6239
717547,1,1,9940
717662,1,1,9796
717925,1,1,9823
715993,1,1,9913
716061,1,1,9913
704766,1,1,8355
704775,1,1,8355
704827,1,1,8355
704898,1,1,8364
704943,1,1,8355
704950,1,1,8355
705016,1,1,8355
717397,1,1,9913
710232,1,1,9031
710247,1,1,9031
710297,1,1,9031
710390,1,1,9031
705017,1,1,8355
705033,1,1,8355
707168,1,1,103944
709301,1,1,9031
711537,1,1,9031
711555,1,1,9031
711635,1,1,9031
711888,1,1,9031
711902,1,1,9031
718807,1,1,10090
718837,1,1,10090
718838,1,1,10090
468183,1,1,7955
468272,1,1,235443
468288,1,1,227321
467813,1,1,227321
712323,1,1,9031
712569,1,1,9031
712938,1,1,9031
715917,1,1,9913
466593,1,1,227321
468424,1,1,227321
468451,1,1,227321
468484,1,1,5062
468507,1,1,227321
468648,1,1,330879
468729,1,1,330879
468175,1,1,510516
466796,1,1,227321
466797,1,1,330879
466857,1,1,227321
466456,1,1,227321
466457,1,1,330879
466511,1,1,510516
466569,1,1,227321
466570,1,1,227321
718955,1,1,10090
718959,1,1,10090
718960,1,1,10090
718909,1,1,10090
465899,1,1,227321
465913,1,1,330879
466013,1,1,227321
466031,1,1,5141
718720,1,1,10090
718971,1,1,10116
718986,1,1,10090
718992,1,1,10090
719035,1,1,10090
718935,1,1,10090
718937,1,1,10090
718952,1,1,10090
718749,1,1,10090
718752,1,1,10090
718758,1,1,10090
718759,1,1,10116
718326,1,1,7955
718698,1,1,10116
718709,1,1,10090
718714,1,1,10116
718849,1,1,10090
718768,1,1,10116
718775,1,1,10116
718789,1,1,10090
718804,1,1,10116
718806,1,1,10090
718742,1,1,10090
718747,1,1,10090
718916,1,1,10090
718918,1,1,10090
718926,1,1,10090
718850,1,1,10090
718865,1,1,10090
718866,1,1,10090
718867,1,1,10116
718883,1,1,10090
467032,1,1,510516
467036,1,1,330879
467064,1,1,227321
467107,1,1,227321
467126,1,1,227321
466600,1,1,330879
466624,1,1,227321
718911,1,1,10090
467244,1,1,227321
467272,1,1,227321
467287,1,1,227321
467355,1,1,510516
467382,1,1,5062
466885,1,1,367110
467018,1,1,759272
467023,1,1,227321
465750,1,1,330879
465776,1,1,7955
465793,1,1,4102
465819,1,1,330879
465820,1,1,330879
467130,1,1,227321
467172,1,1,7955
467177,1,1,510516
721375,1,1,9606
721403,1,1,9606
721450,1,1,9606
721480,1,1,9606
720194,1,1,9606
720202,1,1,9606
720212,1,1,9606
720299,1,1,9606
721583,1,1,9606
721607,1,1,9606
721614,1,1,9606
721628,1,1,9606
721691,1,1,9606
721353,1,1,9606
721365,1,1,9606
721368,1,1,9606
719451,1,1,10090
719454,1,1,10090
719455,1,1,10090
719462,1,1,10090
719259,1,1,10090
719267,1,1,10090
719272,1,1,10090
721535,1,1,9606
718900,1,1,10116
718904,1,1,10090
719684,1,1,10090
720032,1,1,9606
719470,1,1,10090
719596,1,1,10116
719661,1,1,10090
719279,1,1,10090
458064,1,1,235443
459006,1,1,7955
459194,1,1,334819
459311,1,1,235443
459443,1,1,7955
459579,1,1,7955
440189,1,1,227321
440207,1,1,227321
722222,1,1,9606
722223,1,1,9606
722227,1,1,9606
722228,1,1,9606
722233,1,1,9606
722243,1,1,9606
722253,1,1,9606
721887,1,1,9606
722262,1,1,9606
722263,1,1,9606
722265,1,1,9606
722267,1,1,9606
722268,1,1,9606
722281,1,1,9606
722290,1,1,9606
722311,1,1,9606
720301,1,1,9606
721324,1,1,9606
720119,1,1,9606
720120,1,1,9606
720121,1,1,9606
720127,1,1,9606
720138,1,1,9606
720164,1,1,9606
721736,1,1,9606
721738,1,1,9606
721739,1,1,9606
721741,1,1,9606
721746,1,1,9606
721772,1,1,9606
722778,1,1,9606
722835,1,1,9606
466167,1,1,227321
466195,1,1,7955
466200,1,1,227321
721932,1,1,9606
722036,1,1,9606
722219,1,1,9606
721728,1,1,9606
721735,1,1,9606
466284,1,1,227321
466301,1,1,330879
466393,1,1,227321
466395,1,1,227321
466427,1,1,227321
466047,1,1,7955
466087,1,1,227321
466135,1,1,227321
440238,1,1,330879
440507,1,1,330879
440531,1,1,1392255
440626,1,1,1392255
444167,1,1,242507
444656,1,1,242507
466202,1,1,330879
466257,1,1,227321
723140,1,1,9606
723146,1,1,9606
723152,1,1,9606
723159,1,1,9606
723161,1,1,9606
723170,1,1,9606
723114,1,1,9606
723116,1,1,9606
722460,1,1,9606
722326,1,1,9606
722361,1,1,9606
723174,1,1,9606
723198,1,1,9606
723252,1,1,9606
723264,1,1,9606
723294,1,1,9606
722542,1,1,9606
722367,1,1,9606
722371,1,1,9606
722372,1,1,9606
722382,1,1,9606
722385,1,1,9606
722417,1,1,9606
722429,1,1,9606
722837,1,1,9606
722849,1,1,9606
722962,1,1,9606
722963,1,1,9606
722530,1,1,9606
722537,1,1,9606
722540,1,1,9606
722541,1,1,9606
456135,1,1,7955
456671,1,1,7955
723119,1,1,9606
723120,1,1,9606
723123,1,1,9606
723125,1,1,9606
723127,1,1,9606
723130,1,1,9606
465662,1,1,227321
460032,1,1,7955
460394,1,1,498257
460832,1,1,235443
461288,1,1,235443
461536,1,1,242507
461870,1,1,367110
462260,1,1,51453
438876,1,1,227321
462362,1,1,51453
462537,1,1,235443
464280,1,1,5141
464636,1,1,7955
465625,1,1,367110
465629,1,1,227321
465643,1,1,227321
438885,1,1,227321
439058,1,1,227321
439172,1,1,227321
439182,1,1,227321
439187,1,1,330879
438602,1,1,227321
438661,1,1,227321
438828,1,1,227321
723926,1,1,10116
723932,1,1,9606
724060,1,1,9606
724061,1,1,9606
724064,1,1,9606
723848,1,1,9606
723881,1,1,10090
723889,1,1,9606
723337,1,1,9606
723384,1,1,10090
723302,1,1,9606
723305,1,1,9606
723308,1,1,9606
723309,1,1,10090
723312,1,1,9606
723916,1,1,10116
723563,1,1,9606
723565,1,1,9606
723589,1,1,9606
723609,1,1,9606
723423,1,1,10090
723468,1,1,9606
723477,1,1,9606
723479,1,1,9606
723016,1,1,9606
723024,1,1,9606
723033,1,1,9606
723036,1,1,9606
723039,1,1,9606
723048,1,1,9606
723111,1,1,9606
723113,1,1,9606
439208,1,1,227321
439214,1,1,330879
439224,1,1,227321
439248,1,1,227321
439250,1,1,227321
439294,1,1,227321
439300,1,1,227321
438879,1,1,330879
436036,1,1,227321
439584,1,1,227321
439713,1,1,227321
439977,1,1,330879
439978,1,1,330879
440166,1,1,227321
440187,1,1,227321
439201,1,1,227321
436538,1,1,510516
436574,1,1,510516
435278,1,1,227321
435328,1,1,330879
435503,1,1,227321
435921,1,1,602072
435981,1,1,510516
436020,1,1,227321
723893,1,1,9606
723901,1,1,9606
723707,1,1,9606
723785,1,1,9606
436254,1,1,330879
436258,1,1,330879
436447,1,1,227321
436536,1,1,227321
724605,1,1,9606
724658,1,1,9606
724672,1,1,10090
724674,1,1,9606
724675,1,1,9606
