dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression,score,rank_within_dataset_label_gene
Tabula Sapiens,cell_type,mesothelial cell,mesothelial cell,ADORA2B,350,1.7142857142857144,0.005669008940458298,0.009690858140225276,84
Tabula Sapiens,cell_type,peritubular myoid cell,peritubular myoid cell,ADORA2B,67,1.4925373134328357,0.006172004621475935,0.009183635539297174,85
Tabula Sapiens,cell_type,thymic fibroblast type 2,thymic fibroblast type 2,ADORA2B,4205,1.2604042806183116,0.007272194605320692,0.00913273778971052,86
Tabula Sapiens,cell_type,enterocyte of epithelium proper of small intestine,enterocyte of epithelium proper of small intestine,ADORA2B,1415,1.5547703180212016,0.005385860335081816,0.00835130643431625,87
Tabula Sapiens,cell_type,pancreatic acinar cell,pancreatic acinar cell,ADORA2B,5482,1.8241517694272162,0.004448106978088617,0.008096029531121856,88
Tabula Sapiens,cell_type,melanocyte,melanocyte,ADORA2B,234,1.282051282051282,0.006130478344857693,0.007835594116929134,89
Tabula Sapiens,cell_type,hematopoietic cell,hematopoietic cell,ADORA2B,100,1.0,0.006711937952786684,0.006689513183760219,90
Tabula Sapiens,cell_type,alveolar adventitial fibroblast,alveolar adventitial fibroblast,ADORA2B,1113,0.9883198562443846,0.006762552075088024,0.006661066888758879,91
Tabula Sapiens,cell_type,hepatic stellate cell,hepatic stellate cell,ADORA2B,223,0.8968609865470852,0.006986405234783888,0.00624404787616445,92
Tabula Sapiens,cell_type,thymic fibroblast type 1,thymic fibroblast type 1,ADORA2B,3270,1.1009174311926606,0.005506312940269709,0.006045367287942007,93
Tabula Sapiens,cell_type,innate lymphoid cell,innate lymphoid cell,ADORA2B,971,0.7209062821833162,0.00823377538472414,0.005911476775581138,94
Tabula Sapiens,cell_type,vascular associated smooth muscle cell,vascular associated smooth muscle cell,ADORA2B,5019,0.7172743574417215,0.005780784413218498,0.004134469667064517,95
Tabula Sapiens,cell_type,pancreatic stellate cell,pancreatic stellate cell,ADORA2B,438,0.91324200913242,0.0043889242224395275,0.003999379893027697,96
Tabula Sapiens,cell_type,epithelial cell,epithelial cell,ADORA2B,1675,0.7164179104477612,0.005470792297273874,0.0039086914886749926,97
Tabula Sapiens,cell_type,adventitial cell,adventitial cell,ADORA2B,1045,0.6698564593301436,0.005423619877547026,0.0036232301540211455,98
Tabula Sapiens,cell_type,endothelial cell of artery,endothelial cell of artery,ADORA2B,3471,0.8066839527513685,0.004466714803129435,0.003595203742488808,99
Tabula Sapiens,cell_type,mesenchymal stem cell,mesenchymal stem cell,ADORA2B,23499,0.7915230435337675,0.004453827627003193,0.003517479875828426,100
Tabula Sapiens,cell_type,supporting cell of vestibular epithelium,supporting cell of vestibular epithelium,ADORA2B,270,0.7407407407407408,0.004687073640525341,0.0034637951952389925,101
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta thymocyte","cd8-positive, alpha-beta thymocyte",ADORA2B,731,0.8207934336525308,0.004184361081570387,0.0034273304959048898,102
Tabula Sapiens,cell_type,mural cell,mural cell,ADORA2B,618,0.6472491909385114,0.004716109950095415,0.0030453229418206623,103
Tabula Sapiens,cell_type,granulocyte,granulocyte,ADORA2B,769,0.6501950585175552,0.0038729016669094563,0.0025132778224113777,104
Tabula Sapiens,cell_type,paneth cell of epithelium of small intestine,paneth cell of epithelium of small intestine,ADORA2B,1853,0.809498111171074,0.0030999716836959124,0.0025055396749923344,105
Tabula Sapiens,cell_type,endothelial cell,endothelial cell,ADORA2B,33703,0.6260570275643118,0.003948196303099394,0.002466929279511078,106
Tabula Sapiens,cell_type,acinar cell of salivary gland,acinar cell of salivary gland,ADORA2B,12237,0.8662253820380812,0.002830290701240301,0.0024482067076017286,107
Tabula Sapiens,cell_type,"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived cd8-positive, alpha-beta t cell",ADORA2B,1056,0.5681818181818182,0.004150861874222755,0.0023535629615958594,108
Tabula Sapiens,cell_type,fast muscle cell,fast muscle cell,ADORA2B,495,0.6060606060606061,0.003797024954110384,0.0022968693641163347,109
Tabula Sapiens,cell_type,enterocyte of epithelium proper of ileum,enterocyte of epithelium proper of ileum,ADORA2B,6477,0.7102053419793114,0.0028585661202669144,0.002027272760901123,110
Tabula Sapiens,cell_type,vein endothelial cell,vein endothelial cell,ADORA2B,4698,0.70242656449553,0.002859199419617653,0.0020055119105931185,111
Tabula Sapiens,cell_type,T cell,t cell,ADORA2B,6290,0.4292527821939587,0.004303856752812862,0.001843478291545916,112
Tabula Sapiens,cell_type,"activated CD4-positive, alpha-beta T cell","activated cd4-positive, alpha-beta t cell",ADORA2B,572,0.5244755244755245,0.0034079088363796473,0.001784326087974526,113
Tabula Sapiens,cell_type,B cell,b cell,ADORA2B,114495,0.42709288615223373,0.003565947525203228,0.0015202818059584376,114
Tabula Sapiens,cell_type,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,ADORA2B,2438,0.5332239540607054,0.00284204981289804,0.0015132996195836841,115
Tabula Sapiens,cell_type,endothelial cell of vascular tree,endothelial cell of vascular tree,ADORA2B,875,0.4571428571428572,0.003264656290411949,0.00148998348340804,116
Tabula Sapiens,cell_type,gamma-delta T cell,gamma-delta t cell,ADORA2B,1977,0.3540718259989884,0.0035705268383026123,0.0012619713444546514,117
Tabula Sapiens,cell_type,eye photoreceptor cell,eye photoreceptor cell,ADORA2B,1536,0.4557291666666667,0.002702033380046487,0.00122973477556845,118
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta thymocyte","cd4-positive, alpha-beta thymocyte",ADORA2B,4685,0.4055496264674493,0.0029392438009381294,0.001190260847804943,119
Tabula Sapiens,cell_type,tendon cell,tendon cell,ADORA2B,420,0.7142857142857143,0.0016110774595290422,0.0011498436188893439,120
Tabula Sapiens,cell_type,cardiac endothelial cell,cardiac endothelial cell,ADORA2B,10092,0.3765358699960365,0.0026314861606806517,0.0009895475108824693,121
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta T cell","cd8-positive, alpha-beta t cell",ADORA2B,76277,0.3251307733654968,0.002970794914290309,0.0009644649425023488,122
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta T cell","cd4-positive, alpha-beta t cell",ADORA2B,97130,0.3304849171213837,0.0029156464152038097,0.0009621751632297474,123
Tabula Sapiens,cell_type,natural killer cell,natural killer cell,ADORA2B,14231,0.3302649146230061,0.002723545767366886,0.0008982689265675534,124
Tabula Sapiens,cell_type,spermatid,spermatid,ADORA2B,4009,0.3991020204539786,0.002190937055274844,0.0008734509164713299,125
Tabula Sapiens,cell_type,regulatory T cell,regulatory t cell,ADORA2B,2649,0.33975084937712347,0.0023721938487142324,0.0008050004434891361,126
Tabula Sapiens,cell_type,capillary endothelial cell,capillary endothelial cell,ADORA2B,15298,0.3333769120146424,0.0023912242613732815,0.000796227360046983,127
Tabula Sapiens,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell","naive thymus-derived cd4-positive, alpha-beta t cell",ADORA2B,9827,0.3052813676605271,0.002381463535130024,0.0007261521354041249,128
Tabula Sapiens,cell_type,kidney epithelial cell,kidney epithelial cell,ADORA2B,9278,0.3233455486096141,0.0021541232708841562,0.0006957770447937345,129
Tabula Sapiens,cell_type,mature NK T cell,mature nk t cell,ADORA2B,5394,0.3151649981460882,0.0021002572029829025,0.0006612334201655394,130
Tabula Sapiens,cell_type,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,ADORA2B,3116,0.3209242618741977,0.002014684025198221,0.0006459105491208106,131
Tabula Sapiens,cell_type,"activated CD8-positive, alpha-beta T cell","activated cd8-positive, alpha-beta t cell",ADORA2B,1147,0.26155187445510025,0.002468325197696686,0.000644799621619252,132
Tabula Sapiens,cell_type,Schwann cell,schwann cell,ADORA2B,318,0.3144654088050315,0.0018766648136079311,0.000589593106359765,133
Tabula Sapiens,cell_type,erythrocyte,erythrocyte,ADORA2B,14611,0.4106495106426665,0.0013605828862637281,0.0005583429465785953,134
Tabula Sapiens,cell_type,neutrophil,neutrophil,ADORA2B,69539,0.20851608449934572,0.002081638900563121,0.0004336040457747918,135
Tabula Sapiens,cell_type,enterocyte of epithelium proper of duodenum,enterocyte of epithelium proper of duodenum,ADORA2B,13495,0.2667654686921082,0.0014566496247425675,0.0003883010791630623,136
Tabula Sapiens,cell_type,plasma cell,plasma cell,ADORA2B,27349,0.28154594317890963,0.0011144888121634722,0.000313605081547776,137
Tabula Sapiens,cell_type,hepatocyte,hepatocyte,ADORA2B,7414,0.22929592662530346,0.00133927958086133,0.00030688589533761244,138
Tabula Sapiens,cell_type,colon endothelial cell,colon endothelial cell,ADORA2B,348,0.28735632183908044,0.0010143739636987448,0.0002913390327816251,139
Tabula Sapiens,cell_type,blood vessel smooth muscle cell,blood vessel smooth muscle cell,ADORA2B,6642,0.22583559168925021,0.0012053889222443104,0.00027205578687557766,140
Tabula Sapiens,cell_type,enteroglial cell,enteroglial cell,ADORA2B,990,0.20202020202020202,0.0013406381476670504,0.00027065460499392215,141
Tabula Sapiens,cell_type,retinal blood vessel endothelial cell,retinal blood vessel endothelial cell,ADORA2B,2091,0.19129603060736491,0.0012704245746135712,0.00024287293508225123,142
Tabula Sapiens,cell_type,stromal cell of ovary,stromal cell of ovary,ADORA2B,35003,0.13427420506813703,0.0009015135583467782,0.00012099548506101727,143
Tabula Sapiens,cell_type,acinar cell,acinar cell,ADORA2B,1345,0.29739776951672864,0.00037345930468291044,0.00011104523007115996,144
Tabula Sapiens,cell_type,type B pancreatic cell,type b pancreatic cell,ADORA2B,102,0.0,0.0,0.0,145
Tabula Sapiens,cell_type,muscle cell,muscle cell,ADORA2B,406,0.0,0.0,0.0,146
Tabula Sapiens,cell_type,slow muscle cell,slow muscle cell,ADORA2B,174,0.0,0.0,0.0,147
Tabula Sapiens,cell_type,Langerhans cell,langerhans cell,ADORA2B,76,0.0,0.0,0.0,148
Tabula Sapiens,cell_type,neuron,neuron,ADORA2B,82,0.0,0.0,0.0,149
Tabula Sapiens,cell_type,interstitial cell of Cajal,interstitial cell of cajal,ADORA2B,71,0.0,0.0,0.0,150
Tabula Sapiens,cell_type,connective tissue cell,connective tissue cell,ADORA2B,152,0.0,0.0,0.0,151
Tabula Sapiens,cell_type,ionocyte,ionocyte,ADORA2B,160,0.0,0.0,0.0,152
Tabula Sapiens,cell_type,myo-medullary thymic epithelial cell,myo-medullary thymic epithelial cell,ADORA2B,77,0.0,0.0,0.0,153
Tabula Sapiens,cell_type,enterocyte of epithelium proper of jejunum,enterocyte of epithelium proper of jejunum,ADORA2B,405,0.0,0.0,0.0,154
Tabula Sapiens,cell_type,endothelial cell of arteriole,endothelial cell of arteriole,ADORA2B,132,0.0,0.0,0.0,155
Tabula Sapiens,cell_type,endothelial cell of venule,endothelial cell of venule,ADORA2B,52,0.0,0.0,0.0,156
Tabula Sapiens,cell_type,microglial cell,microglial cell,ADORA3,410,36.829268292682926,0.3700190782546997,11.594762069985553,1
Tabula Sapiens,cell_type,colon macrophage,colon macrophage,ADORA3,328,40.243902439024396,0.2897321283817291,10.23943898169238,2
Tabula Sapiens,cell_type,tissue-resident macrophage,tissue-resident macrophage,ADORA3,1355,34.981549815498155,0.33311715722084045,10.05789265708523,3
Tabula Sapiens,cell_type,macrophage,macrophage,ADORA3,69072,21.629603891591383,0.15388210117816925,3.095888410349215,4
Tabula Sapiens,cell_type,myeloid leukocyte,myeloid leukocyte,ADORA3,1002,12.77445109780439,0.12086707353591919,1.4575975548390494,5
Tabula Sapiens,cell_type,mononuclear phagocyte,mononuclear phagocyte,ADORA3,5336,14.111694152923537,0.10390113294124603,1.3949464755092729,6
Tabula Sapiens,cell_type,basophil,basophil,ADORA3,1669,11.863391252246855,0.1177842915058136,1.3209698090136452,7
Tabula Sapiens,cell_type,intermediate monocyte,intermediate monocyte,ADORA3,5478,11.829134720700987,0.07549519091844559,0.8609385990106031,8
Tabula Sapiens,cell_type,mast cell,mast cell,ADORA3,6222,8.59852137576342,0.09766099601984024,0.801223537643702,9
Tabula Sapiens,cell_type,myeloid cell,myeloid cell,ADORA3,81,7.4074074074074066,0.06730499863624573,0.48249465457409185,10
Tabula Sapiens,cell_type,myeloid dendritic cell,myeloid dendritic cell,ADORA3,571,8.756567425569177,0.05484781786799431,0.46757012308986945,11
Tabula Sapiens,cell_type,classical monocyte,classical monocyte,ADORA3,18200,6.7967032967032965,0.037285078316926956,0.24880554623886875,12
Tabula Sapiens,cell_type,plasmacytoid dendritic cell,plasmacytoid dendritic cell,ADORA3,99,6.0606060606060606,0.040727708488702774,0.24194053432886928,13
Tabula Sapiens,cell_type,non-classical monocyte,non-classical monocyte,ADORA3,1284,4.750778816199377,0.04712662845849991,0.2187727405267241,14
Tabula Sapiens,cell_type,monocyte,monocyte,ADORA3,25753,5.774084572671145,0.03718680888414383,0.21082370270437573,15
Tabula Sapiens,cell_type,spermatid,spermatid,ADORA3,4009,3.6418059366425544,0.02574608288705349,0.09257555746593767,16
Tabula Sapiens,cell_type,leukocyte,leukocyte,ADORA3,201,3.482587064676617,0.018402189016342163,0.06350468859422906,17
Tabula Sapiens,cell_type,retinal bipolar neuron,retinal bipolar neuron,ADORA3,61,3.278688524590164,0.0101166358217597,0.03300263999145124,18
Tabula Sapiens,cell_type,spermatocyte,spermatocyte,ADORA3,3070,2.9315960912052117,0.011121285147964954,0.03242315483124065,19
Tabula Sapiens,cell_type,Mueller cell,mueller cell,ADORA3,506,0.9881422924901186,0.015168387442827225,0.01487598586214497,20
Tabula Sapiens,cell_type,hematopoietic precursor cell,hematopoietic precursor cell,ADORA3,2140,1.4485981308411215,0.005348887760192156,0.007727739780626913,21
Tabula Sapiens,cell_type,endothelial cell of arteriole,endothelial cell of arteriole,ADORA3,132,0.7575757575757576,0.004255974665284157,0.003217381530283649,22
Tabula Sapiens,cell_type,sebocyte,sebocyte,ADORA3,135,1.4814814814814816,0.002021502237766981,0.002991795187487237,23
Tabula Sapiens,cell_type,mesenchymal stem cell of adipose tissue,mesenchymal stem cell of adipose tissue,ADORA3,3777,0.4500926661371459,0.0037597843911498785,0.001689078082008771,24
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta T cell","cd8-positive, alpha-beta t cell",ADORA3,76277,0.4680309923043644,0.0035493348259478807,0.00165825758269534,25
Tabula Sapiens,cell_type,eye photoreceptor cell,eye photoreceptor cell,ADORA3,1536,0.390625,0.003887672210112214,0.0015156776334612479,26
Tabula Sapiens,cell_type,neutrophil,neutrophil,ADORA3,69539,0.3609485324781777,0.004048930946737528,0.0014585049788760596,27
Tabula Sapiens,cell_type,Schwann cell,schwann cell,ADORA3,318,0.3144654088050315,0.004345552530139685,0.0013635653715271781,28
Tabula Sapiens,cell_type,T cell,t cell,ADORA3,6290,0.2543720190779014,0.0028960430063307285,0.00073560764455889,29
Tabula Sapiens,cell_type,endothelial cell,endothelial cell,ADORA3,33703,0.32341334599293836,0.0021520780865103006,0.000695262912807562,30
Tabula Sapiens,cell_type,retinal blood vessel endothelial cell,retinal blood vessel endothelial cell,ADORA3,2091,0.23912003825920614,0.002391299232840538,0.000571124970525091,31
Tabula Sapiens,cell_type,pancreatic ductal cell,pancreatic ductal cell,ADORA3,2721,0.3675119441381845,0.0014924874994903803,0.000548098069446792,32
Tabula Sapiens,cell_type,common myeloid progenitor,common myeloid progenitor,ADORA3,456,0.6578947368421052,0.000829101714771241,0.0005452356577657732,33
Tabula Sapiens,cell_type,cardiac endothelial cell,cardiac endothelial cell,ADORA3,10092,0.24772096710265556,0.002164492616429925,0.0005356107503579879,34
Tabula Sapiens,cell_type,adventitial cell,adventitial cell,ADORA3,1045,0.3827751196172249,0.0013755779946222901,0.0005261752168222772,35
Tabula Sapiens,cell_type,vein endothelial cell,vein endothelial cell,ADORA3,4698,0.29799914857386123,0.0016959799686446786,0.000504972495972686,36
Tabula Sapiens,cell_type,enteroglial cell,enteroglial cell,ADORA3,990,0.20202020202020202,0.002255059313029051,0.0004550546430037193,37
Tabula Sapiens,cell_type,endothelial cell of artery,endothelial cell of artery,ADORA3,3471,0.25929127052722556,0.0011879111407324672,0.0003078321864899222,38
Tabula Sapiens,cell_type,mesothelial cell,mesothelial cell,ADORA3,350,0.2857142857142857,0.0009619700722396374,0.00027471647872774906,39
Tabula Sapiens,cell_type,pancreatic stellate cell,pancreatic stellate cell,ADORA3,438,0.228310502283105,0.0010442702332511544,0.00023829346173205907,40
Tabula Sapiens,cell_type,luminal cell of prostate epithelium,luminal cell of prostate epithelium,ADORA3,10652,0.15959444235824258,0.0013770500663667917,0.00021961835938371776,41
Tabula Sapiens,cell_type,pericyte,pericyte,ADORA3,10888,0.2204261572373255,0.0009881260339170694,0.00021770128407404916,42
Tabula Sapiens,cell_type,intrahepatic cholangiocyte,intrahepatic cholangiocyte,ADORA3,665,0.15037593984962408,0.0014450526796281338,0.00021714430011396442,43
Tabula Sapiens,cell_type,alveolar adventitial fibroblast,alveolar adventitial fibroblast,ADORA3,1113,0.17969451931716085,0.0012061295565217733,0.0002166042707298071,44
Tabula Sapiens,cell_type,granulocyte,granulocyte,ADORA3,769,0.13003901170351106,0.0015995095018297434,0.00020783246410276514,45
Tabula Sapiens,cell_type,smooth muscle cell,smooth muscle cell,ADORA3,18425,0.1791044776119403,0.0010553854517638683,0.00018892458341570852,46
Tabula Sapiens,cell_type,basal cell of prostate epithelium,basal cell of prostate epithelium,ADORA3,3495,0.14306151645207438,0.0012497848365455866,0.00017868447862274194,47
Tabula Sapiens,cell_type,innate lymphoid cell,innate lymphoid cell,ADORA3,971,0.5149330587023687,0.00023495651839766651,0.00012097266757862695,48
Tabula Sapiens,cell_type,fibroblast of cardiac tissue,fibroblast of cardiac tissue,ADORA3,1947,0.15408320493066258,0.0007083651726134121,0.00010910853627473995,49
Tabula Sapiens,cell_type,plasma cell,plasma cell,ADORA3,27349,0.1426011919997075,0.000617253128439188,8.799387742586861e-05,50
Tabula Sapiens,cell_type,salivary gland cell,salivary gland cell,ADORA3,850,0.2352941176470588,0.0003513932169880718,8.266623361195402e-05,51
Tabula Sapiens,cell_type,myofibroblast cell,myofibroblast cell,ADORA3,4436,0.1127141568981064,0.0006485854391939938,7.308106385923406e-05,52
Tabula Sapiens,cell_type,ventricular cardiac muscle cell,ventricular cardiac muscle cell,ADORA3,2599,0.07695267410542517,0.0008857065113261342,6.812731856602262e-05,53
Tabula Sapiens,cell_type,mature NK T cell,mature nk t cell,ADORA3,5394,0.09269558769002596,0.0007306878687813878,6.770680815430273e-05,54
Tabula Sapiens,cell_type,fibroblast,fibroblast,ADORA3,83338,0.1007943555160911,0.0005885182181373239,5.930186610345905e-05,55
Tabula Sapiens,cell_type,intestinal crypt stem cell of small intestine,intestinal crypt stem cell of small intestine,ADORA3,587,0.17035775127768313,0.00026889596483670175,4.5802354139060775e-05,56
Tabula Sapiens,cell_type,capillary endothelial cell,capillary endothelial cell,ADORA3,15298,0.07844162635638645,0.0005564638995565474,4.363779298733678e-05,57
Tabula Sapiens,cell_type,intestinal crypt stem cell of colon,intestinal crypt stem cell of colon,ADORA3,1732,0.11547344110854503,0.00037764772423543036,4.3600050032521145e-05,58
Tabula Sapiens,cell_type,hematopoietic stem cell,hematopoietic stem cell,ADORA3,858,0.11655011655011654,0.00032668389030732214,3.806882759252619e-05,59
Tabula Sapiens,cell_type,lung multiciliated epithelial cell,lung multiciliated epithelial cell,ADORA3,1209,0.0827129859387924,0.00045522587606683373,3.764452375538114e-05,60
Tabula Sapiens,cell_type,conjunctival epithelial cell,conjunctival epithelial cell,ADORA3,11087,0.07215657977811851,0.0005162168527022004,3.723883168530658e-05,61
Tabula Sapiens,cell_type,bladder urothelial cell,bladder urothelial cell,ADORA3,27241,0.11379905289820491,0.0003044751938432455,3.4643714882053416e-05,62
Tabula Sapiens,cell_type,mesenchymal stem cell,mesenchymal stem cell,ADORA3,23499,0.07659900421294523,0.00040354017983190715,3.09045407423746e-05,63
Tabula Sapiens,cell_type,stromal cell,stromal cell,ADORA3,3458,0.14459224985540775,0.00019996969786006957,2.891117793306731e-05,64
Tabula Sapiens,cell_type,B cell,b cell,ADORA3,114495,0.04891043276998995,0.0005118195549584925,2.50269118479177e-05,65
Tabula Sapiens,cell_type,thymic fibroblast type 1,thymic fibroblast type 1,ADORA3,3270,0.06116207951070336,0.0003635454340837896,2.2231153972729706e-05,66
Tabula Sapiens,cell_type,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,ADORA3,2438,0.08203445447087777,0.00022777383856009692,1.8683174900549373e-05,67
Tabula Sapiens,cell_type,tracheal goblet cell,tracheal goblet cell,ADORA3,232,0.43103448275862066,4.2627481889212504e-05,1.837352300169184e-05,68
Tabula Sapiens,cell_type,enterocyte of epithelium proper of small intestine,enterocyte of epithelium proper of small intestine,ADORA3,1415,0.1413427561837456,0.0001265192258870229,1.788144494767047e-05,69
Tabula Sapiens,cell_type,thymic fibroblast type 2,thymic fibroblast type 2,ADORA3,4205,0.04756242568370987,0.0003670297155622393,1.745362076730597e-05,70
Tabula Sapiens,cell_type,regulatory T cell,regulatory t cell,ADORA3,2649,0.03775009437523594,0.0004121718229725957,1.5556319497932954e-05,71
Tabula Sapiens,cell_type,enterocyte of epithelium proper of ileum,enterocyte of epithelium proper of ileum,ADORA3,6477,0.04631773969430292,0.00024341994139831513,1.1273289466017201e-05,72
Tabula Sapiens,cell_type,basal cell,basal cell,ADORA3,33526,0.05667243333532184,0.0001737137499731034,9.843925926888285e-06,73
Tabula Sapiens,cell_type,kidney epithelial cell,kidney epithelial cell,ADORA3,9278,0.04311273981461522,0.00022581695520784706,9.73448857068123e-06,74
Tabula Sapiens,cell_type,natural killer cell,natural killer cell,ADORA3,14231,0.04216147846251142,0.00020553551439661533,8.664790732904319e-06,75
Tabula Sapiens,cell_type,duct epithelial cell,duct epithelial cell,ADORA3,3889,0.05142710208279763,0.00013266963651403785,6.822362390132016e-06,76
Tabula Sapiens,cell_type,erythrocyte,erythrocyte,ADORA3,14611,0.03422079255355554,0.00018625028315000236,6.373038830995048e-06,77
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta T cell","cd4-positive, alpha-beta t cell",ADORA3,97130,0.027797796767219187,0.0001837254239944741,5.106692896874119e-06,78
Tabula Sapiens,cell_type,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,ADORA3,3116,0.03209242618741977,0.00015774078201502562,5.061885181194661e-06,79
Tabula Sapiens,cell_type,acinar cell,acinar cell,ADORA3,1345,0.22304832713754646,2.0416942788870074e-05,4.553918445932465e-06,80
Tabula Sapiens,cell_type,club cell,club cell,ADORA3,1747,0.05724098454493417,7.176784129114822e-05,4.107914487855532e-06,81
Tabula Sapiens,cell_type,"naive thymus-derived CD4-positive, alpha-beta T cell","naive thymus-derived cd4-positive, alpha-beta t cell",ADORA3,9827,0.030528136766052708,0.00013108737766742706,4.001591120421051e-06,82
Tabula Sapiens,cell_type,"CD4-positive, alpha-beta thymocyte","cd4-positive, alpha-beta thymocyte",ADORA3,4685,0.021344717182497332,0.00018717815692070872,3.994890955713085e-06,83
Tabula Sapiens,cell_type,hepatocyte,hepatocyte,ADORA3,7414,0.02697599136768276,0.00012797582894563675,3.452053971886357e-06,84
Tabula Sapiens,cell_type,stratified squamous epithelial cell,stratified squamous epithelial cell,ADORA3,12323,0.024344721252941653,0.00013034234871156514,3.172941367013554e-06,85
Tabula Sapiens,cell_type,acinar cell of salivary gland,acinar cell of salivary gland,ADORA3,12237,0.024515812699190977,0.00011591342627070844,2.8415471642216963e-06,86
Tabula Sapiens,cell_type,pancreatic acinar cell,pancreatic acinar cell,ADORA3,5482,0.018241517694272163,0.0001299695868510753,2.3706884628980356e-06,87
Tabula Sapiens,cell_type,luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,ADORA3,15432,0.019440124416796267,9.131504339165986e-05,1.7750947594649282e-06,88
Tabula Sapiens,cell_type,vascular associated smooth muscle cell,vascular associated smooth muscle cell,ADORA3,5019,0.019924287706714484,7.854933937778696e-05,1.5649781737391686e-06,89
Tabula Sapiens,cell_type,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,ADORA3,11594,0.025875452820424357,3.7476995203178376e-05,9.69716050322726e-07,90
Tabula Sapiens,cell_type,epithelial cell of uterus,epithelial cell of uterus,ADORA3,1417,0.07057163020465773,7.218809969344875e-06,5.094413488963714e-07,91
Tabula Sapiens,cell_type,fibroblast of breast,fibroblast of breast,ADORA3,5270,0.018975332068311195,2.2535741663887165e-05,4.276183631475508e-07,92
Tabula Sapiens,cell_type,stromal cell of ovary,stromal cell of ovary,ADORA3,35003,0.005713795960346256,3.941222530556843e-05,2.2518897616902954e-07,93
Tabula Sapiens,cell_type,skeletal muscle satellite stem cell,skeletal muscle satellite stem cell,ADORA3,6170,0.01620745542949757,6.747812221874483e-06,1.0936449684752039e-07,94
Tabula Sapiens,cell_type,enterocyte of epithelium of large intestine,enterocyte of epithelium of large intestine,ADORA3,4567,0.04379242391066346,1.317921942245448e-06,5.771495834408094e-08,95
Tabula Sapiens,cell_type,male germ cell,male germ cell,ADORA3,116,0.0,0.0,0.0,96
Tabula Sapiens,cell_type,spermatogonium,spermatogonium,ADORA3,64,0.0,0.0,0.0,97
Tabula Sapiens,cell_type,erythroid progenitor cell,erythroid progenitor cell,ADORA3,971,0.0,0.0,0.0,98
Tabula Sapiens,cell_type,epithelial cell,epithelial cell,ADORA3,1675,0.0,0.0,0.0,99
Tabula Sapiens,cell_type,ciliated epithelial cell,ciliated epithelial cell,ADORA3,320,0.0,0.0,0.0,100
Tabula Sapiens,cell_type,melanocyte,melanocyte,ADORA3,234,0.0,0.0,0.0,101
Tabula Sapiens,cell_type,glandular secretory epithelial cell,glandular secretory epithelial cell,ADORA3,235,0.0,0.0,0.0,102
Tabula Sapiens,cell_type,type B pancreatic cell,type b pancreatic cell,ADORA3,102,0.0,0.0,0.0,103
Tabula Sapiens,cell_type,myoepithelial cell,myoepithelial cell,ADORA3,486,0.0,0.0,0.0,104
Tabula Sapiens,cell_type,muscle cell,muscle cell,ADORA3,406,0.0,0.0,0.0,105
Tabula Sapiens,cell_type,slow muscle cell,slow muscle cell,ADORA3,174,0.0,0.0,0.0,106
Tabula Sapiens,cell_type,fast muscle cell,fast muscle cell,ADORA3,495,0.0,0.0,0.0,107
Tabula Sapiens,cell_type,platelet,platelet,ADORA3,494,0.0,0.0,0.0,108
Tabula Sapiens,cell_type,mucus secreting cell,mucus secreting cell,ADORA3,270,0.0,0.0,0.0,109
Tabula Sapiens,cell_type,tendon cell,tendon cell,ADORA3,420,0.0,0.0,0.0,110
Tabula Sapiens,cell_type,Langerhans cell,langerhans cell,ADORA3,76,0.0,0.0,0.0,111
Tabula Sapiens,cell_type,theca cell,theca cell,ADORA3,1038,0.0,0.0,0.0,112
Tabula Sapiens,cell_type,neuron,neuron,ADORA3,82,0.0,0.0,0.0,113
Tabula Sapiens,cell_type,corneal epithelial cell,corneal epithelial cell,ADORA3,4187,0.0,0.0,0.0,114
Tabula Sapiens,cell_type,hepatic stellate cell,hepatic stellate cell,ADORA3,223,0.0,0.0,0.0,115
Tabula Sapiens,cell_type,gamma-delta T cell,gamma-delta t cell,ADORA3,1977,0.0,0.0,0.0,116
Tabula Sapiens,cell_type,"CD8-positive, alpha-beta thymocyte","cd8-positive, alpha-beta thymocyte",ADORA3,731,0.0,0.0,0.0,117
Tabula Sapiens,cell_type,thymocyte,thymocyte,ADORA3,455,0.0,0.0,0.0,118
Tabula Sapiens,cell_type,"activated CD4-positive, alpha-beta T cell","activated cd4-positive, alpha-beta t cell",ADORA3,572,0.0,0.0,0.0,119
